Citance Number: 1 | Reference Article:   W03-0410.xml | Citing Article:  D07-1018.xml | Citation Marker Offset:  ['9'] | Citation Marker:  Stevenson and Joanis, 2003 | Citation Offset:  ['9'] | Citation Text:  <S sid ="9" ssid = "9">Stevenson and Joanis, 2003 for English semantic verb classes</S> | Reference Offset:  ['9', '10', '12', '27', '34'] | Reference Text:  <S sid ="9" ssid = "9">A number of supervised learning approaches have extracted such information about verbs from corpora, including their argument roles (Gildea and Jurafsky, 2002), selectional preferences (Resnik, 1996), and lexical semantic classification (i.e., grouping verbs according to their argument structure properties) (Dorr and Jones, 1996; Lapata and Brew, 1999; Merlo and Stevenson, 2001; Joanis and Stevenson, 2003).</S><S sid ="10" ssid = "10">Unsupervised or semi-supervised approaches have been successful as well, but have tended to be more restrictive, in relying on human filtering of the results (Riloff and Schmelzenbach, 1998), on the hand- selection of features (Stevenson and Merlo, 1999), or on the use of an extensive grammar (Schulte im Walde and Brew, 2002).</S><S sid ="12" ssid = "12">Such classes group together verbs that share both a common semantics (such as transfer of possession or change of state), and a set of syntactic frames for expressing the arguments of the verb (Levin, 1993; FrameNet, 2003).</S><S sid ="27" ssid = "27">In this paper, we report results on several feature selection approaches to the problem: manual selection (based on linguistic knowledge), unsupervised selection (based on an entropy measure among the features, Dash et al., 1997), and a semi- supervised approach (in which seed verbs are used to train a supervised learner, from which we extract the useful features).</S><S sid ="34" ssid = "1">Like others, we have assumed lexical semantic classes of verbs as defined in Levin (1993) (hereafter Levin), which have served as a gold standard in computational linguistics research (Dorr and Jones, 1996; Kipper et al., 2000; Merlo and Stevenson, 2001; Schulte im Walde and Brew, 2002).</S> | Discourse Facet:  Method_Citation | Annotator:  CIST |
Citance Number: 15 | Reference Article:   W03-0410.xml | Citing Article:  P03-1009.xml | Citation Marker Offset:  ['124'] | Citation Marker:  (Stevenson and Joanis, 2003) | Citation Offset:  ['124'] | Citation Text:  <S sid ="124" ssid = "67">Our second measure is derived from purity, a global measure which evaluates the mean precision of the clusters, weighted according to the cluster size (Stevenson and Joanis, 2003).</S> | Reference Offset:  ['9', '10', '135', '143', '144'] | Reference Text:  <S sid ="9" ssid = "9">A number of supervised learning approaches have extracted such information about verbs from corpora, including their argument roles (Gildea and Jurafsky, 2002), selectional preferences (Resnik, 1996), and lexical semantic classification (i.e., grouping verbs according to their argument structure properties) (Dorr and Jones, 1996; Lapata and Brew, 1999; Merlo and Stevenson, 2001; Joanis and Stevenson, 2003).</S><S sid ="10" ssid = "10">Unsupervised or semi-supervised approaches have been successful as well, but have tended to be more restrictive, in relying on human filtering of the results (Riloff and Schmelzenbach, 1998), on the hand- selection of features (Stevenson and Merlo, 1999), or on the use of an extensive grammar (Schulte im Walde and Brew, 2002).</S><S sid ="135" ssid = "6">We chose hierarchical clustering because it may be possible to find coherent subclusters of verbs even when there are not exactly good clusters, where is the number of classes.</S><S sid ="143" ssid = "14">Then for all verbs , consider to be classified correctly if Class( )=ClusterLabel( ), where Class( ) is the actual class of and ClusterLabel( ) is the label assigned to the cluster in which is placed.</S><S sid ="144" ssid = "15">Then accuracy has the standard definition:2 2 is equivalent to the weighted mean precision of the clusters, weighted according to cluster size.</S> | Discourse Facet:  ['Method_Citation', 'Results_Citation', 'Aim_Citation'] | Annotator:  CIST |


Citance Number: 16 | Reference Article:   W03-0410.xml | Citing Article:  P03-1009.xml | Citation Marker Offset:  ['143'] | Citation Marker:  Stevenson and Joanis (2003) | Citation Offset:  ['143'] | Citation Text:  <S sid ="143" ssid = "86">For example, Stevenson and Joanis (2003) report an accuracy of 29% (which implies mP U R ≤ 29%), but their task involves classifying 841 verbs to 14 classes based on differences in the predicate-argument structure.</S> | Reference Offset:  ['9', '10', '27', '51', '120'] | Reference Text:  <S sid ="9" ssid = "9">A number of supervised learning approaches have extracted such information about verbs from corpora, including their argument roles (Gildea and Jurafsky, 2002), selectional preferences (Resnik, 1996), and lexical semantic classification (i.e., grouping verbs according to their argument structure properties) (Dorr and Jones, 1996; Lapata and Brew, 1999; Merlo and Stevenson, 2001; Joanis and Stevenson, 2003).</S><S sid ="10" ssid = "10">Unsupervised or semi-supervised approaches have been successful as well, but have tended to be more restrictive, in relying on human filtering of the results (Riloff and Schmelzenbach, 1998), on the hand- selection of features (Stevenson and Merlo, 1999), or on the use of an extensive grammar (Schulte im Walde and Brew, 2002).</S><S sid ="27" ssid = "27">In this paper, we report results on several feature selection approaches to the problem: manual selection (based on linguistic knowledge), unsupervised selection (based on an entropy measure among the features, Dash et al., 1997), and a semi- supervised approach (in which seed verbs are used to train a supervised learner, from which we extract the useful features).</S><S sid ="51" ssid = "1">We use the same classes and example verbs as in the supervised experiments of Joanis and Stevenson (2003) to enable a comparison between the performance of the unsupervised and supervised methods.</S><S sid ="120" ssid = "70">Of these verbs, 20 from each class were randomly selected to use as training data for our supervised experiments in Joanis and Stevenson (2003).</S> | Discourse Facet:  ['Method_Citation', 'Aim_Citation'] | Annotator:  CIST |


Citance Number: 17 | Reference Article:   W03-0410.xml | Citing Article:  P04-2007.xml | Citation Marker Offset:  ['11'] | Citation Marker:  Stevenson and Joanis, 2003 | Citation Offset:  ['11'] | Citation Text:  <S sid ="11" ssid = "11">For this reason, various methods for automatically classifying verbs using machine learning techniques have been attempted ((Merlo and Stevenson, 2001), (Stevenson and Joanis, 2003), (Schulte im Walde, 2003)).</S> | Reference Offset:  ['4', '9', '10', '11', '12'] | Reference Text:  <S sid ="4" ssid = "4">We investigate various approaches to feature selection, using both unsupervised and semi-supervised methods, comparing the results to subsets of features manually chosen according to linguistic properties.</S><S sid ="9" ssid = "9">A number of supervised learning approaches have extracted such information about verbs from corpora, including their argument roles (Gildea and Jurafsky, 2002), selectional preferences (Resnik, 1996), and lexical semantic classification (i.e., grouping verbs according to their argument structure properties) (Dorr and Jones, 1996; Lapata and Brew, 1999; Merlo and Stevenson, 2001; Joanis and Stevenson, 2003).</S><S sid ="10" ssid = "10">Unsupervised or semi-supervised approaches have been successful as well, but have tended to be more restrictive, in relying on human filtering of the results (Riloff and Schmelzenbach, 1998), on the hand- selection of features (Stevenson and Merlo, 1999), or on the use of an extensive grammar (Schulte im Walde and Brew, 2002).</S><S sid ="11" ssid = "11">We focus here on extending the applicability of unsupervised methods, as in (Schulte im Walde and Brew, 2002; Stevenson and Merlo, 1999), to the lexical semantic classification of verbs.</S><S sid ="12" ssid = "12">Such classes group together verbs that share both a common semantics (such as transfer of possession or change of state), and a set of syntactic frames for expressing the arguments of the verb (Levin, 1993; FrameNet, 2003).</S> | Discourse Facet:  ['Method_Citation', 'Hypothesis_Citation', 'Aim_Citation'] | Annotator:  CIST |


Citance Number: 18 | Reference Article:   W03-0410.xml | Citing Article:  P04-2007.xml | Citation Marker Offset:  ['75'] | Citation Marker:  Stevenson and Joanis, 2003 | Citation Offset:  ['75'] | Citation Text:  <S sid ="75" ssid = "7">Our choice of the parameter settings is motivated by the work of (Stevenson and Joanis, 2003).</S> | Reference Offset:  ['10', '9', '165', '192', '163'] | Reference Text:  <S sid ="10" ssid = "10">Unsupervised or semi-supervised approaches have been successful as well, but have tended to be more restrictive, in relying on human filtering of the results (Riloff and Schmelzenbach, 1998), on the hand- selection of features (Stevenson and Merlo, 1999), or on the use of an extensive grammar (Schulte im Walde and Brew, 2002).</S><S sid ="9" ssid = "9">A number of supervised learning approaches have extracted such information about verbs from corpora, including their argument roles (Gildea and Jurafsky, 2002), selectional preferences (Resnik, 1996), and lexical semantic classification (i.e., grouping verbs according to their argument structure properties) (Dorr and Jones, 1996; Lapata and Brew, 1999; Merlo and Stevenson, 2001; Joanis and Stevenson, 2003).</S><S sid ="165" ssid = "3">1. T hr ee m ul ti w ay ta sk s ex pl or e pe rf or m an ce o ve r a la rg er n u m be r of cl as se s: T he 6 w ay ta sk in v ol v es th e C he at , St ea l– R e m ov e, W ip e, S pr ay /L o a d, Fi ll, an d “ O th er V er bs of P ut ti n g ” cl as se s, al l of w hi ch u n de rg o si m il ar lo ca ti v e Figure 1: The dendrograms and values for the 2-way Wipe/Steal–Remove task, using the Ling and Seed sets.</S><S sid ="192" ssid = "30">Following Joanis and Stevenson (2003), for each class, we systematically identified the subset of features 4 These results differ slightly from those reported in Joanis and Stevenson (2003), because of our slight changes in verb sets, discussed in Section 3.2.</S><S sid ="163" ssid = "1">W e re p or t he re th e re su lt s of a n u m be r of cl us te ri n g ex - pe ri m en ts, us in g fe at ur e se ts as fo ll o w s: (1 ) th e fu ll fe at ur e sp ac e; (2 ) a m an ua ll y se le ct ed su bs et of fe at ur es ; (3 ) u n- su pe rv is ed se le ct io n of fe at ur es ; an d (4 ) se mi su p er vi se d se le ct io n, us in g a su pe rv is ed le ar ne r ap pl ie d to se ed ve rb s to se le ct th e fe at ur es . F or ea ch ty pe of fe at ur e se t, w e pe rf or m ed th e sa m e te n cl us te ri n g ta sk s, sh o w n in th e fir st co lu m n of Ta bl e 2.</S> | Discourse Facet:  ['Method_Citation', 'Aim_Citation'] | Annotator:  CIST |


Citance Number: 19 | Reference Article:   W03-0410.xml | Citing Article:  P04-2007.xml | Citation Marker Offset:  ['125'] | Citation Marker:  Stevenson and Joanis, 2003 | Citation Offset:  ['125'] | Citation Text:  <S sid ="125" ssid = "57">Nevertheless, our results are comparable to a subset of experiments reported in (Stevenson and Joanis, 2003), where they perform similar clustering experiments on English verbs based on a general description of verbs, obtaining average Adjusted Rand measures of 0.04 and 0.07.</S> | Reference Offset:  ['1', '9', '10', '11', '12'] | Reference Text:  <S sid ="1" ssid = "1">We cluster verbs into lexical semantic classes, using a general set of noisy features that capture syntactic and semantic properties of the verbs.</S><S sid ="9" ssid = "9">A number of supervised learning approaches have extracted such information about verbs from corpora, including their argument roles (Gildea and Jurafsky, 2002), selectional preferences (Resnik, 1996), and lexical semantic classification (i.e., grouping verbs according to their argument structure properties) (Dorr and Jones, 1996; Lapata and Brew, 1999; Merlo and Stevenson, 2001; Joanis and Stevenson, 2003).</S><S sid ="10" ssid = "10">Unsupervised or semi-supervised approaches have been successful as well, but have tended to be more restrictive, in relying on human filtering of the results (Riloff and Schmelzenbach, 1998), on the hand- selection of features (Stevenson and Merlo, 1999), or on the use of an extensive grammar (Schulte im Walde and Brew, 2002).</S><S sid ="11" ssid = "11">We focus here on extending the applicability of unsupervised methods, as in (Schulte im Walde and Brew, 2002; Stevenson and Merlo, 1999), to the lexical semantic classification of verbs.</S><S sid ="12" ssid = "12">Such classes group together verbs that share both a common semantics (such as transfer of possession or change of state), and a set of syntactic frames for expressing the arguments of the verb (Levin, 1993; FrameNet, 2003).</S> | Discourse Facet:  Method_Citation | Annotator:  CIST |


Citance Number: 20 | Reference Article:   W03-0410.xml | Citing Article:  P07-3016.xml | Citation Marker Offset:  ['39'] | Citation Marker:  (Stevenson and Joanis, 2003) | Citation Offset:  ['39'] | Citation Text:  <S sid ="39" ssid = "16">(Stevenson and Joanis, 2003) investigate the applicability of this general feature space to unsupervised verb clustering tasks.</S> | Reference Offset:  ['3', '9', '10', '11', '17'] | Reference Text:  <S sid ="3" ssid = "3">In moving to a scenario of verb class discovery, using clustering, we face the problem of having a large number of irrelevant features for a particular clustering task.</S><S sid ="9" ssid = "9">A number of supervised learning approaches have extracted such information about verbs from corpora, including their argument roles (Gildea and Jurafsky, 2002), selectional preferences (Resnik, 1996), and lexical semantic classification (i.e., grouping verbs according to their argument structure properties) (Dorr and Jones, 1996; Lapata and Brew, 1999; Merlo and Stevenson, 2001; Joanis and Stevenson, 2003).</S><S sid ="10" ssid = "10">Unsupervised or semi-supervised approaches have been successful as well, but have tended to be more restrictive, in relying on human filtering of the results (Riloff and Schmelzenbach, 1998), on the hand- selection of features (Stevenson and Merlo, 1999), or on the use of an extensive grammar (Schulte im Walde and Brew, 2002).</S><S sid ="11" ssid = "11">We focus here on extending the applicability of unsupervised methods, as in (Schulte im Walde and Brew, 2002; Stevenson and Merlo, 1999), to the lexical semantic classification of verbs.</S><S sid ="17" ssid = "17">We have previously shown that a broad set of 220 noisy features performs well in supervised verb classification (Joanis and Stevenson, 2003).</S> | Discourse Facet:  Method_Citation | Annotator:  CIST |


Citance Number: 21 | Reference Article:   W03-0410.xml | Citing Article:  W06-2910.xml | Citation Marker Offset:  ['8'] | Citation Marker:  Stevenson and Joanis, 2003 | Citation Offset:  ['7','8'] | Citation Text:  <S sid ="7" ssid = "7">As an alternative to the resource-intensive manual classifications, automatic methods such as classification and clustering are applied to induce verb classes from corpus data, e.g.</S><S sid ="8" ssid = "8">(Merlo and Stevenson, 2001; Joanis and Stevenson, 2003; Korhonen et al., 2003; Stevenson and Joanis, 2003; Schulte im Walde, 2003; Fer- rer, 2004).</S> | Reference Offset:  ['9', '10', '27', '152', '193'] | Reference Text:  <S sid ="9" ssid = "9">A number of supervised learning approaches have extracted such information about verbs from corpora, including their argument roles (Gildea and Jurafsky, 2002), selectional preferences (Resnik, 1996), and lexical semantic classification (i.e., grouping verbs according to their argument structure properties) (Dorr and Jones, 1996; Lapata and Brew, 1999; Merlo and Stevenson, 2001; Joanis and Stevenson, 2003).</S><S sid ="10" ssid = "10">Unsupervised or semi-supervised approaches have been successful as well, but have tended to be more restrictive, in relying on human filtering of the results (Riloff and Schmelzenbach, 1998), on the hand- selection of features (Stevenson and Merlo, 1999), or on the use of an extensive grammar (Schulte im Walde and Brew, 2002).</S><S sid ="27" ssid = "27">In this paper, we report results on several feature selection approaches to the problem: manual selection (based on linguistic knowledge), unsupervised selection (based on an entropy measure among the features, Dash et al., 1997), and a semi- supervised approach (in which seed verbs are used to train a supervised learner, from which we extract the useful features).</S><S sid ="152" ssid = "23">The formula is as follows (Hubert and Arabie, 1985): where is the entry in the contingency table between the classification and the clustering, counting the size of the intersection of class and cluster . Intuitively, measures the similarity of two partitions of data by considering agreements and disagreements between them— there is agreement, for example, if and from the same class are in the same cluster, and disagreement if they are not.</S><S sid ="193" ssid = "31">Task C5.0 Base Full Ling Seed Full Ling Seed Full Ling Seed Benefactive/Recipient .74 .56 .60 .68 .58 .02 .10 .02 .22 .40 .81 Admire/Amuse .83 .56 .83 .80 .78 .41 .34 .29 .18 .49 .71 Run/Sound Emission .83 .56 .58 .50 .78 -.00 -.02 .29 .17 .44 .66 Cheat/Steal–Remove .89 .56 .55 .53 .80 -.01 -.02 .34 .30 .29 .74 Wipe/Steal–Remove .78 .56 .65 .73 .70 .07 .18 .15 .24 .33 .89 Mean of 2-way .81 .56 .64 .65 .73 .10 .12 .22 .22 .39 .76 Spray/Fill/Putting .80 .42 .53 .60 .47 .10 .16 .01 .12 .31 .48 Optionally Intrans.</S> | Discourse Facet:  ['Method_Citation', 'Hypothesis_Citation'] | Annotator:  CIST |


Citance Number: 22 | Reference Article:   W03-0410.xml | Citing Article:  W06-2910.xml | Citation Marker Offset:  ['13'] | Citation Marker:  Stevenson and Joanis, 2003 | Citation Offset:  ['13'] | Citation Text:  <S sid ="13" ssid = "13">In larger-scale classifications such as (Korhonen et al., 2003; Stevenson and Joanis, 2003; Schulte im Walde, 2003), which model verb classes with similarity at the syntax-semantics interface, it is not clear which features are the most salient.</S> | Reference Offset:  ['9', '10', '11', '12', '13'] | Reference Text:  <S sid ="9" ssid = "9">A number of supervised learning approaches have extracted such information about verbs from corpora, including their argument roles (Gildea and Jurafsky, 2002), selectional preferences (Resnik, 1996), and lexical semantic classification (i.e., grouping verbs according to their argument structure properties) (Dorr and Jones, 1996; Lapata and Brew, 1999; Merlo and Stevenson, 2001; Joanis and Stevenson, 2003).</S><S sid ="10" ssid = "10">Unsupervised or semi-supervised approaches have been successful as well, but have tended to be more restrictive, in relying on human filtering of the results (Riloff and Schmelzenbach, 1998), on the hand- selection of features (Stevenson and Merlo, 1999), or on the use of an extensive grammar (Schulte im Walde and Brew, 2002).</S><S sid ="11" ssid = "11">We focus here on extending the applicability of unsupervised methods, as in (Schulte im Walde and Brew, 2002; Stevenson and Merlo, 1999), to the lexical semantic classification of verbs.</S><S sid ="12" ssid = "12">Such classes group together verbs that share both a common semantics (such as transfer of possession or change of state), and a set of syntactic frames for expressing the arguments of the verb (Levin, 1993; FrameNet, 2003).</S><S sid ="13" ssid = "13">As such, they serve as a means for organizing complex knowledge about verbs in a computational lexicon (Kipper et al., 2000).</S> | Discourse Facet:  Method_Citation | Annotator:  CIST |


Citance Number: 23 | Reference Article:   W03-0410.xml | Citing Article:  W06-2910.xml | Citation Marker Offset:  ['118'] | Citation Marker:  Stevenson and Joanis, 2003 | Citation Offset:  ['118','119'] | Citation Text:  <S sid ="118" ssid = "21">For the evaluation of the clustering results, we calculated the accuracy of the clusters, a cluster similarity measure that has been applied before, cf.</S><S sid ="119" ssid = "22">(Stevenson and Joanis, 2003; Korhonen et al., 2003)</S> | Reference Offset:  ['165', '163', '10', '27', '193'] | Reference Text:  <S sid ="165" ssid = "3">1. T hr ee m ul ti w ay ta sk s ex pl or e pe rf or m an ce o ve r a la rg er n u m be r of cl as se s: T he 6 w ay ta sk in v ol v es th e C he at , St ea l– R e m ov e, W ip e, S pr ay /L o a d, Fi ll, an d “ O th er V er bs of P ut ti n g ” cl as se s, al l of w hi ch u n de rg o si m il ar lo ca ti v e Figure 1: The dendrograms and values for the 2-way Wipe/Steal–Remove task, using the Ling and Seed sets.</S><S sid ="163" ssid = "1">W e re p or t he re th e re su lt s of a n u m be r of cl us te ri n g ex - pe ri m en ts, us in g fe at ur e se ts as fo ll o w s: (1 ) th e fu ll fe at ur e sp ac e; (2 ) a m an ua ll y se le ct ed su bs et of fe at ur es ; (3 ) u n- su pe rv is ed se le ct io n of fe at ur es ; an d (4 ) se mi su p er vi se d se le ct io n, us in g a su pe rv is ed le ar ne r ap pl ie d to se ed ve rb s to se le ct th e fe at ur es . F or ea ch ty pe of fe at ur e se t, w e pe rf or m ed th e sa m e te n cl us te ri n g ta sk s, sh o w n in th e fir st co lu m n of Ta bl e 2.</S><S sid ="10" ssid = "10">Unsupervised or semi-supervised approaches have been successful as well, but have tended to be more restrictive, in relying on human filtering of the results (Riloff and Schmelzenbach, 1998), on the hand- selection of features (Stevenson and Merlo, 1999), or on the use of an extensive grammar (Schulte im Walde and Brew, 2002).</S><S sid ="27" ssid = "27">In this paper, we report results on several feature selection approaches to the problem: manual selection (based on linguistic knowledge), unsupervised selection (based on an entropy measure among the features, Dash et al., 1997), and a semi- supervised approach (in which seed verbs are used to train a supervised learner, from which we extract the useful features).</S><S sid ="193" ssid = "31">Task C5.0 Base Full Ling Seed Full Ling Seed Full Ling Seed Benefactive/Recipient .74 .56 .60 .68 .58 .02 .10 .02 .22 .40 .81 Admire/Amuse .83 .56 .83 .80 .78 .41 .34 .29 .18 .49 .71 Run/Sound Emission .83 .56 .58 .50 .78 -.00 -.02 .29 .17 .44 .66 Cheat/Steal–Remove .89 .56 .55 .53 .80 -.01 -.02 .34 .30 .29 .74 Wipe/Steal–Remove .78 .56 .65 .73 .70 .07 .18 .15 .24 .33 .89 Mean of 2-way .81 .56 .64 .65 .73 .10 .12 .22 .22 .39 .76 Spray/Fill/Putting .80 .42 .53 .60 .47 .10 .16 .01 .12 .31 .48 Optionally Intrans.</S> | Discourse Facet:  ['Results_Citation', 'Method_Citation'] | Annotator:  CIST |


Citance Number: 24 | Reference Article:   W03-0410.xml | Citing Article: E09-1072.xml | Citation Marker Offset:  ['80'] | Citation Marker:  Stevenson and Joanis, 2003 | Citation Offset:  ['80'] | Citation Text:  <S sid ="80" ssid = "6">Following a strategy in line with work on verb classification (Merlo and Stevenson, 2001; Stevenson and Joanis, 2003), we set out to classify common noun lemmas based on their morphosyntactic distribution in a considerably larger corpus.</S> | Reference Offset:  ['9', '10', '11', '12', '17'] | Reference Text:  <S sid ="9" ssid = "9">A number of supervised learning approaches have extracted such information about verbs from corpora, including their argument roles (Gildea and Jurafsky, 2002), selectional preferences (Resnik, 1996), and lexical semantic classification (i.e., grouping verbs according to their argument structure properties) (Dorr and Jones, 1996; Lapata and Brew, 1999; Merlo and Stevenson, 2001; Joanis and Stevenson, 2003).</S><S sid ="10" ssid = "10">Unsupervised or semi-supervised approaches have been successful as well, but have tended to be more restrictive, in relying on human filtering of the results (Riloff and Schmelzenbach, 1998), on the hand- selection of features (Stevenson and Merlo, 1999), or on the use of an extensive grammar (Schulte im Walde and Brew, 2002).</S><S sid ="11" ssid = "11">We focus here on extending the applicability of unsupervised methods, as in (Schulte im Walde and Brew, 2002; Stevenson and Merlo, 1999), to the lexical semantic classification of verbs.</S><S sid ="12" ssid = "12">Such classes group together verbs that share both a common semantics (such as transfer of possession or change of state), and a set of syntactic frames for expressing the arguments of the verb (Levin, 1993; FrameNet, 2003).</S><S sid ="17" ssid = "17">We have previously shown that a broad set of 220 noisy features performs well in supervised verb classification (Joanis and Stevenson, 2003).</S> | Discourse Facet:  ['Method_Citation', 'Aim_Citation'] | Annotator:  CIST |
